Stkcd,Stknme,Annctime,Type,Suspdate_start,Susptime,Suspdate_end,Resmdate,Resmtime,Timeperd,Reason,
586,汇源通信,2005/4/29,1,2005/4/29,9:30,2005/5/8,2005/5/9,9:30,4,因召开股东大会;;,
586,汇源通信,2005/6/30,1,2005/6/30,9:30,2005/6/30,2005/7/1,9:30,4,董事会决议会决议;,
586,汇源通信,2005/7/14,1,2005/7/14,9:30,2005/7/14,2005/7/14,10:30,1,业绩修正为大幅减少;,
586,汇源通信,2005/8/25,1,2005/8/25,9:30,2005/8/25,2005/8/25,10:30,1,半年度报告。董事会决议会议;,
586,汇源通信,2005/10/17,1,2005/10/17,9:30,2005/10/25,2005/10/26,9:30,28,股权分置改革说明书,
586,汇源通信,2005/10/26,1,2005/10/26,9:30,2005/10/26,2005/10/27,9:30,4,修改对价方案的沟通结果公告;,
586,汇源通信,2005/11/7,1,2005/11/7,9:30,2005/11/15,2005/11/16,9:30,28,相关股东会议特别提示公告;,
586,汇源通信,2005/11/16,1,2005/11/16,9:30,2005/11/17,2005/11/18,9:30,8,股权分置改革相关股东会议通知;,
586,汇源通信,2005/11/18,1,2005/11/18,9:30,2005/12/28,2005/12/29,9:30,116,其它原因,
586,G 汇源,2006/2/24,1,2006/2/24,9:30,2006/2/26,2006/2/27,9:30,4,董事会决议。监事会决议。董事会决议召开;,
586,G 汇源,2006/3/10,1,2006/3/10,9:30,2006/3/10,2006/3/10,10:30,1,业绩修正为预计亏损;,
586,G 汇源,2006/3/29,1,2006/3/29,9:30,2006/3/29,2006/3/29,10:30,1,预计亏损公告;,
586,G 汇源,2006/3/30,1,2006/3/30,9:30,2006/3/30,2006/3/31,9:30,4,董事会决议召开临时股东大会的通知;,
586,G 汇源,2006/4/12,1,2006/4/12,9:30,2006/4/12,2006/4/12,10:30,1,年度报告。董事会决议。监事会决议;,
586,G 汇源,2006/6/23,1,2006/6/23,9:30,2006/6/25,2006/6/26,9:30,4,董事会决议。监事会决议。董事会决议召开临时股东大会的通知;,
586,G 汇源,2006/8/25,1,2006/8/25,9:30,2006/8/25,2006/8/25,10:30,1,半年度报告。董事会决议。监事会决议;,
586,G 汇源,2006/9/15,1,2006/9/15,9:30,2006/9/17,2006/9/18,9:30,4,半年度报告。董事会决议。监事会决议;,
586,汇源通信,2007/4/12,1,2007/4/12,9:30,2007/4/12,2007/4/12,10:30,1,年度报告;董事会决议;监事会决议;董事会决议召开临时股东大会;,
586,汇源通信,2007/4/19,1,2007/4/19,9:30,2007/4/19,2007/4/19,10:30,1,预计亏损公告;,
586,汇源通信,2007/4/25,1,2007/4/25,9:30,2007/4/25,2007/4/25,10:30,1,一季度报告;预计亏损公告;,
586,汇源通信,2007/4/30,1,2007/4/30,9:30,2007/4/30,2007/4/30,10:30,1,上市公司认为的交易异常波动;,
586,汇源通信,2007/5/11,1,2007/5/11,9:30,2007/5/13,2007/5/14,9:30,4,年度报告;董事会决议;监事会决议;董事会决议召开临时股东大会;,
586,汇源通信,2007/7/16,1,2007/7/16,9:30,2007/7/16,2007/7/17,9:30,4,董事会决议;监事会决议;董事会决议召开临时股东大会;,
586,汇源通信,2007/8/20,1,2007/8/20,9:30,2007/8/20,2007/8/20,10:30,1,半年度报告;董事会决议;监事会决议;预计亏损公告;,
586,汇源通信,2007/8/24,1,2007/8/24,9:30,2007/8/24,2007/8/24,10:30,1,上市公司认为的交易异常波动;;,
586,汇源通信,2007/9/3,1,2007/9/3,9:30,2007/10/10,2007/10/11,9:30,92,因公司正在筹划有关重大事项;,
586,汇源通信,2007/10/11,1,2007/10/11,9:30,2007/10/11,2007/10/11,10:30,1,董事会关于公司控股权已发生变更的提示性公告;;,
586,汇源通信,2007/10/15,1,2007/10/15,9:30,2007/10/15,2007/10/15,10:30,1,证监会或本所认定的交易异常波动;;,
586,汇源通信,2007/10/18,1,2007/10/18,9:30,2007/10/18,2007/10/18,10:30,1,证监会或本所认定的交易异常波动;;,
586,汇源通信,2007/10/26,1,2007/10/26,9:30,2007/10/26,2007/10/26,10:30,1,三季度报告;预计亏损公告;;,
586,汇源通信,2008/3/11,1,2008/3/11,9:30,2008/3/11,2008/3/11,10:30,1,交易异常波动;,
586,汇源通信,2008/4/23,1,2008/4/23,9:30,2008/4/23,2008/4/23,10:30,1,刊登年度报告;,
586,汇源通信,2008/4/30,1,2008/4/30,9:30,2008/4/30,2008/4/30,10:30,1,预计亏损公告;,
586,汇源通信,2008/5/7,1,2008/5/7,9:30,2008/5/7,2008/5/7,10:30,1,交易异常波动;,
586,汇源通信,2008/5/13,1,2008/5/13,9:30,2008/5/15,2008/5/16,9:30,12,存在应披露而未披露的信息;,
586,汇源通信,2008/5/16,1,2008/5/16,9:30,2008/5/16,2008/5/16,10:30,1,刊登四川省汶川地区的地震对公司影响的公告;,
586,汇源通信,2008/5/26,1,2008/5/26,9:30,2008/5/26,2008/5/26,10:30,1,交易异常波动;,
586,汇源通信,2008/8/6,1,2008/8/6,9:30,2008/8/6,2008/8/7,9:30,4,召开2008年第一次临时股东大会，审议继续为四川电器集团公司提供担保的关联交易议案;,
586,汇源通信,2008/8/19,1,2008/8/19,9:30,2008/8/19,2008/8/19,10:30,1,预计亏损公告;,
586,汇源通信,2008/11/12,1,2008/11/12,9:30,2008/11/12,2008/11/12,10:30,1,刊登股票交易异常波动公告;,
586,汇源通信,2008/12/25,1,2008/12/25,9:30,2008/12/25,2008/12/25,10:30,1,刊登股票交易异常波动公告;,
586,汇源通信,2009/4/10,1,2009/4/10,9:30,2009/5/18,2009/5/19,9:30,104,重大事项,
586,*ST 汇源,2009/7/22,1,2009/7/22,9:30,2009/7/22,2009/7/22,10:30,1,刊登股票交易异常波动公告,
586,*ST 汇源,2009/9/15,1,2009/9/15,9:30,2009/9/15,2009/9/16,9:30,4,"召开2009年第一次临时股东大会,审议推选徐明君先生为董事等议案",
586,*ST 汇源,2010/1/26,1,2010/1/26,9:30,2010/1/26,2010/1/27,9:30,4,"召开2010年第一次临时股东大会,审议变更2009年度财务审计机构的议案",
586,*ST 汇源,2010/5/5,1,2010/5/5,9:30,2010/5/5,2010/5/6,9:30,4,撤销退市风险警示公告,
586,ST 汇源,2010/6/23,1,2010/6/23,9:30,2010/6/23,2010/6/24,9:30,4,"召开2009年年度股东大会,审议2009年度利润分配等议案",
586,ST 汇源,2011/6/10,1,2011/6/10,9:30,2011/6/10,2011/6/10,10:30,1,交易异常波动,
586,ST 汇源,2011/6/24,1,2011/6/24,9:30,2011/6/26,2011/6/27,9:30,4,召开股东大会,
586,ST 汇源,2011/7/20,1,2011/7/20,9:30,2011/7/20,2011/7/21,9:30,4,撤销其他特别处理公告,
586,汇源通信,2011/7/26,1,2011/7/26,9:30,2011/7/26,2011/7/26,10:30,1,交易异常波动,
586,汇源通信,2011/12/28,1,2011/12/28,9:30,2011/12/28,2011/12/28,10:30,1,交易异常波动,
586,汇源通信,2012/2/23,1,2012/2/23,9:30,2012/2/26,2012/2/27,10:30,9,"重大事项,交易异常波动",
586,汇源通信,2012/3/22,1,2012/3/22,9:30,2012/3/29,2012/3/30,9:30,24,重大事项,
586,汇源通信,2012/5/18,1,2012/5/18,9:30,2012/5/20,2012/5/21,9:30,4,召开股东大会,
586,汇源通信,2013/11/13,1,2013/11/13,9:30,2013/12/24,2013/12/25,9:30,120,重大事项,
586,汇源通信,2014/8/29,1,2014/8/29,13:00,2015/2/1,2015/2/2,9:30,410,"临时停牌,重大事项",
586,汇源通信,2015/4/27,1,2015/4/27,9:30,2015/5/4,2015/5/5,9:30,20,"临时停牌,重大事项",
586,汇源通信,2015/5/22,1,2015/5/22,13:00,2015/7/16,2015/7/17,9:30,154,"临时停牌,重大事项",
586,汇源通信,2015/8/10,1,2015/8/10,9:30,2016/1/12,2016/1/13,9:30,416,"临时停牌,重大事项",
586,汇源通信,2017/1/16,1,2017/1/16,9:30,2017/3/19,2017/3/20,9:30,160,"临时停牌,重大事项",
586,汇源通信,2017/11/6,1,2017/11/6,9:30,2017/11/20,2017/11/21,9:30,44,"临时停牌,重大事项",
586,汇源通信,2018/2/5,1,2018/2/5,9:30,2018/2/21,2018/2/22,9:30,32,"临时停牌,重大事项",
586,汇源通信,2021/9/15,1,2021/9/15,9:30,2021/9/23,2021/9/24,9:30,20,重大事项,
586,汇源通信,2025/11/12,1,2025/11/12,9:30,2025/11/18,2025/11/19,9:30,20,重大事项,
587,*ST 光明,2003/4/24,1,2003/4/24,9:30,2003/4/24,2003/4/24,10:30,1,年度报告等;,
587,*ST 光明,2003/4/30,1,2003/4/30,9:30,2003/4/30,2003/4/30,10:30,1,第一季报等;,
587,*ST 光明,2003/5/26,1,2003/5/26,9:30,2003/5/26,2003/5/27,9:30,4,因召开股东大会;;,
587,*ST 光明,2003/5/27,1,2003/5/27,9:30,2003/5/27,2003/5/27,10:30,1,增加、变更或否决议案的股东大会决议公告等;,
587,*ST 光明,2003/7/30,1,2003/7/30,9:30,2003/7/30,2003/7/30,10:30,1,重大关联交易等;,
587,*ST 光明,2003/8/22,1,2003/8/22,9:30,2003/8/22,2003/8/22,10:30,1,"董事会决议召开临时股东大会的通知等,公开谴责等;",
587,*ST 光明,2003/8/28,1,2003/8/28,9:30,2003/8/28,2003/8/28,10:30,1,大额购销合同等;,
587,*ST 光明,2003/9/22,1,2003/9/22,9:30,2003/9/23,2003/9/24,9:30,8,因召开股东大会;;,
587,*ST 光明,2003/9/24,1,2003/9/24,9:30,2003/9/24,2003/9/24,10:30,1,被临时停牌刊登的澄清公告等;,
587,*ST 光明,2003/10/28,1,2003/10/28,9:30,2003/10/28,2003/10/28,10:30,1,第三季报等;,
587,*ST 光明,2004/2/25,1,2004/2/25,9:30,2004/2/25,2004/2/26,9:30,4,其它原因,
587,*ST 光明,2004/2/26,1,2004/2/26,9:30,2004/2/26,2004/2/26,10:30,1,被临时停牌刊登的澄清公告;,
587,*ST 光明,2004/3/19,1,2004/3/19,9:30,2004/3/19,2004/3/19,10:30,1,董事会决议召开临时股东大会的决议通知;,
587,*ST 光明,2004/4/19,1,2004/4/19,9:30,2004/4/19,2004/4/20,9:30,4,因召开股东大会;;,
587,*ST 光明,2004/4/23,1,2004/4/23,9:30,2004/4/25,2004/4/26,9:30,4,年度报告。年度报告董事会决议公告;,
587,*ST 光明,2004/4/29,1,2004/4/29,9:30,2004/4/29,2004/4/29,10:30,1,第一季报。连续三个交易日达到跌幅限制;,
587,*ST 光明,2004/5/28,1,2004/5/28,9:30,2004/5/30,2004/5/31,9:30,4,因召开股东大会;;,
587,*ST 光明,2004/6/23,1,2004/6/23,9:30,2004/6/23,2004/6/24,9:30,4,其它原因,
587,*ST 光明,2004/6/24,1,2004/6/24,9:30,2004/6/24,2004/6/24,10:30,1,被临时停牌刊登的澄清公告;,
587,*ST 光明,2004/8/17,1,2004/8/17,9:30,2004/8/17,2004/8/17,10:30,1,中期报告。中期报告董事会决议公告。中期;,
587,*ST 光明,2004/11/25,1,2004/11/25,9:30,2004/11/25,2004/11/25,10:30,1,董事会决议召开临时股东大会的决议通知;,
587,*ST 光明,2004/11/30,1,2004/11/30,9:30,2004/11/30,2004/11/30,10:30,1,连续三个交易日达到涨幅限制;,
587,*ST 光明,2004/12/20,1,2004/12/20,9:30,2004/12/20,2004/12/20,10:30,1,规则明确标准的异常波动;,
587,*ST 光明,2004/12/27,1,2004/12/27,9:30,2004/12/27,2004/12/28,9:30,4,因召开股东大会;;,
587,*ST 光明,2004/12/28,1,2004/12/28,9:30,2004/12/28,2004/12/28,10:30,1,增加、变更、暂缓表决或否决议案的决议;,
587,*ST 光明,2005/1/31,1,2005/1/31,9:30,2005/1/31,2005/1/31,10:30,1,业绩修正为预计盈利;,
587,*ST 光明,2005/2/25,1,2005/2/25,9:30,2005/2/25,2005/2/25,10:30,1,规则明确标准的异常波动;,
587,*ST 光明,2005/3/10,1,2005/3/10,9:30,2005/3/10,2005/3/10,10:30,1,年度报告。董事会决议会决议;,
587,*ST 光明,2005/3/18,1,2005/3/18,9:30,2005/3/20,2005/3/21,9:30,4,因某媒体报道了公司的有关信息;,
587,*ST 光明,2005/3/21,1,2005/3/21,9:30,2005/3/21,2005/3/21,10:30,1,被临时停牌的澄清公告;,
587,*ST 光明,2005/4/12,1,2005/4/12,9:30,2005/4/12,2005/4/13,9:30,4,因召开股东大会;;,
587,*ST 光明,2005/4/20,1,2005/4/20,9:30,2005/4/20,2005/4/20,10:30,1,一季度报告。业绩大幅增加公告;,
587,*ST 光明,2005/7/15,1,2005/7/15,9:30,2005/7/15,2005/7/15,10:30,1,规则明确标准的异常波动;,
587,*ST 光明,2005/7/27,1,2005/7/27,9:30,2005/7/27,2005/7/28,9:30,4,撤消退市风险警示公告;,
587,*ST 光明,2005/8/2,1,2005/8/2,9:30,2005/8/2,2005/8/2,10:30,1,规则明确标准的异常波动;,
587,*ST 光明,2005/8/9,1,2005/8/9,9:30,2005/8/9,2005/8/9,10:30,1,半年度报告。董事会决议会议;,
587,*ST 光明,2005/9/1,1,2005/9/1,9:30,2005/9/1,2005/9/1,10:30,1,规则明确标准的异常波动;,
587,*ST 光明,2005/9/15,1,2005/9/15,9:30,2005/9/15,2005/9/16,9:30,4,半年度报告。董事会决议会议;,
587,*ST 光明,2005/9/26,1,2005/9/26,9:30,2005/9/26,2005/9/26,10:30,1,规则明确标准的异常波动;,
587,*ST 光明,2005/9/29,1,2005/9/29,9:30,2005/9/29,2005/9/29,10:30,1,规则明确标准的异常波动;,
587,*ST 光明,2005/10/18,1,2005/10/18,9:30,2005/10/18,2005/10/19,9:30,4,因某媒体报道了公司的有关信息;,
587,*ST 光明,2005/10/19,1,2005/10/19,9:30,2005/10/19,2005/10/20,9:30,4,因刊登重要公告;,
587,*ST 光明,2005/10/26,1,2005/10/26,9:30,2005/10/26,2005/10/26,10:30,1,三季度报告。董事会决议会决议;,
587,*ST 光明,2005/10/31,1,2005/10/31,9:30,2005/10/31,2005/10/31,10:30,1,规则明确标准的异常波动;,
587,*ST 光明,2005/12/30,1,2005/12/30,9:30,2006/1/3,2006/1/4,9:30,4,董事会决议会决议;,
587,ST 光明,2006/2/8,1,2006/2/8,9:30,2006/2/8,2006/2/8,10:30,1,重大关联提供财务资助首次披露;,
587,ST 光明,2006/3/17,1,2006/3/17,9:30,2006/3/19,2006/3/20,9:30,4,董事会决议召开临时股东大会的通知;,
587,ST 光明,2006/3/29,1,2006/3/29,9:30,2006/3/29,2006/3/29,10:30,1,年度报告。董事会决议。监事会决议;,
587,ST 光明,2006/4/18,1,2006/4/18,9:30,2006/4/18,2006/4/18,10:30,1,一季度报告。预计亏损公告;,
587,ST 光明,2006/4/28,1,2006/4/28,9:30,2006/5/7,2006/5/8,9:30,4,年度报告。董事会决议。监事会决议;,
587,ST 光明,2006/6/6,1,2006/6/6,9:30,2006/6/6,2006/6/6,10:30,1,异常波动;,
587,ST 光明,2006/6/12,1,2006/6/12,9:30,2006/6/12,2006/6/12,10:30,1,异常波动;,
587,ST 光明,2006/8/8,1,2006/8/8,9:30,2006/8/8,2006/8/8,10:30,1,关联方以资抵债首次披露。清欠方案公告;,
587,ST 光明,2006/8/22,1,2006/8/22,9:30,2006/8/22,2006/8/22,10:30,1,半年度报告。董事会决议。变更董事、监事。预计亏损;,
587,SST 光明,2006/10/20,1,2006/10/20,9:30,2006/10/20,2006/10/20,10:30,1,三季度报告。预计亏损公告;,
587,SST 光明,2007/1/31,1,2007/1/31,9:30,2007/1/31,2007/1/31,10:30,1,预计亏损公告;,
587,SST 光明,2007/3/6,1,2007/3/6,9:30,2007/3/6,2007/3/6,10:30,1,异常波动;,
587,SST 光明,2007/3/19,1,2007/3/19,9:30,2007/3/19,2007/3/20,9:30,4,异常波动;近期将有重大事项公布而申请停牌的公告;,
587,SST 光明,2007/3/20,1,2007/3/20,9:30,2007/3/20,2007/3/20,10:30,1,董事会关于公司控股权已发生变更的提示性公告;,
587,SST 光明,2007/3/29,1,2007/3/29,9:30,2007/3/29,2007/3/29,10:30,1,证监会或本所认定的交易异常波动;,
587,SST 光明,2007/4/24,1,2007/4/24,9:30,2007/4/24,2007/4/24,10:30,1,财务信息更正公告;审计报告摘要或全文;,
587,SST 光明,2007/4/26,1,2007/4/26,9:30,2007/4/26,2007/4/27,9:30,4,董事会决议;监事会决议;董事会决议召开临时股东大会;,
587,SST 光明,2007/4/30,1,2007/4/30,9:30,2007/5/7,2007/5/8,9:30,4,年度报告;一季度报告;董事会决议;监事会决议;,
587,S*ST 光明,2007/5/14,1,2007/5/14,9:30,2007/5/14,2007/5/14,10:30,1,股权分置改革的其他公告;证监会或本所认定的交易异常波动;,
587,S*ST 光明,2007/5/22,1,2007/5/22,9:30,2007/5/22,2007/5/23,9:30,4,年度报告;一季度报告;董事会决议;监事会决议;,
587,S*ST 光明,2007/6/4,1,2007/6/4,9:30,2007/6/4,2007/6/4,10:30,1,股权分置改革的其他公告;证监会或本所认定的交易异常波动;,
587,S*ST 光明,2007/6/7,1,2007/6/7,9:30,2007/6/7,2007/6/7,10:30,1,证监会或本所认定的交易异常波动;,
587,S*ST 光明,2007/6/13,1,2007/6/13,9:30,2007/6/13,2007/6/13,10:30,1,证监会或本所认定的交易异常波动;,
587,S*ST 光明,2007/6/27,1,2007/6/27,9:30,2007/6/27,2007/6/27,10:30,1,股权分置改革的其他公告;证监会或本所认定的交易异常波动;,
587,S*ST 光明,2007/7/3,1,2007/7/3,9:30,2007/7/3,2007/7/3,10:30,1,证监会或本所认定的交易异常波动;;,
587,S*ST 光明,2007/7/16,1,2007/7/16,9:30,2007/7/16,2007/7/16,10:30,1,股权分置改革的其他公告;证监会或本所认定的交易异常波动;,
587,S*ST 光明,2007/8/28,1,2007/8/28,9:30,2007/8/28,2007/8/28,10:30,1,半年度报告;董事会决议;预计亏损公告;;,
587,S*ST 光明,2007/10/30,1,2007/10/30,9:30,2007/10/30,2007/10/30,10:30,1,三季度报告;董事会决议;预计亏损公告;公司治理阶段;,
587,S*ST 光明,2007/12/25,1,2007/12/25,9:30,2008/1/1,2008/1/2,9:30,16,重大事项;;,
587,S*ST 光明,2008/1/2,1,2008/1/2,9:30,2008/1/2,2008/1/2,10:30,1,重大事项;,
587,S*ST 光明,2008/1/7,1,2008/1/7,9:30,2008/1/7,2008/1/7,10:30,1,交易异常波动;,
587,S*ST 光明,2008/1/8,1,2008/1/8,9:30,2008/1/8,2008/1/8,10:30,1,业绩修正为预计盈利;;,
587,S*ST 光明,2008/1/16,1,2008/1/16,9:30,2008/1/16,2008/1/16,10:30,1,交易异常波动;,
587,S*ST 光明,2008/1/18,1,2008/1/18,9:30,2008/1/20,2008/1/21,9:30,4,"召开股东大会,召开第二十七次股东大会，审议债务重组的议案，停牌一天;;",
587,S*ST 光明,2008/1/24,1,2008/1/24,9:30,2008/1/24,2008/1/24,10:30,1,交易异常波动;,
587,S*ST 光明,2008/4/3,1,2008/4/3,9:30,2008/4/3,2008/4/3,10:30,1,刊登股票交易异常波动公告;,
587,S*ST 光明,2008/4/30,1,2008/4/30,9:30,2008/4/30,2008/4/30,10:30,1,年度报告;,
587,S*ST 光明,2008/5/20,1,2008/5/20,9:30,2008/5/20,2008/5/21,9:30,4,召开2007年(第二十八次)年度股东大会，审议利润分配等议案;,
587,S*ST 光明,2008/6/13,1,2008/6/13,9:30,2008/6/13,2008/6/13,10:30,1,刊登股票交易异常波动公告;,
587,S*ST 光明,2008/6/18,1,2008/6/18,9:30,2008/6/18,2008/6/18,10:30,1,交易异常波动;,
587,S*ST 光明,2008/6/24,1,2008/6/24,9:30,2008/6/24,2008/6/24,10:30,1,交易异常波动;,
587,S*ST 光明,2008/8/13,1,2008/8/13,9:30,2008/8/13,2008/8/13,10:30,1,交易异常波动;,
587,S*ST 光明,2008/8/22,1,2008/8/22,9:30,2008/8/22,2008/8/22,10:30,1,业绩大幅减少公告;,
587,S*ST 光明,2008/9/17,1,2008/9/17,9:30,2008/9/17,2008/9/17,10:30,1,交易异常波动;,
587,S*ST 光明,2008/10/10,1,2008/10/10,9:30,2008/10/12,2008/10/13,9:30,4,澄清公告;,
587,S*ST 光明,2008/12/9,1,2008/12/9,9:30,2008/12/9,2008/12/10,9:30,4,公司股票交易撤销退市风险警示并实行其他特别处理;,
587,SST 光明,2008/12/22,1,2008/12/22,9:30,2008/12/22,2008/12/22,10:30,1,刊登股票交易异常波动公告;,
587,S ST光明,2009/6/3,1,2009/6/3,9:30,2009/6/3,2009/6/4,9:30,4,"召开2008年度股东大会,审议2008年度利润分配等议案",
587,SST 光明,2009/11/4,1,2009/11/4,9:30,2009/11/4,2009/11/4,10:30,1,刊登股票交易异常波动公告,
587,SST 光明,2009/11/10,1,2009/11/10,9:30,2009/11/10,2009/11/11,9:30,4,重大事项,
587,S*ST 光明,2009/12/9,1,2009/12/9,9:30,2011/6/14,2011/6/15,9:30,1464,重大事项,
587,S*ST 光明,2011/6/17,1,2011/6/17,9:30,2011/6/17,2011/6/17,10:30,1,交易异常波动,
587,S*ST 光明,2011/6/21,1,2011/6/21,9:30,2011/6/21,2011/6/21,10:30,1,交易异常波动,
587,S*ST 光明,2011/6/22,1,2011/6/22,9:30,2011/8/17,2011/8/18,9:30,164,重大事项,
587,*ST 光明,2011/8/18,1,2011/8/18,9:51,2011/8/18,2011/8/18,10:22,1,盘中临时停牌,
587,*ST 光明,2011/8/24,1,2011/8/24,9:30,2011/8/28,2011/8/29,10:30,13,交易异常波动,
587,*ST 光明,2011/10/27,1,2011/10/27,9:30,2011/10/27,2011/10/28,9:30,4,撤销退市风险警示公告,
587,ST 光明,2011/11/21,1,2011/11/21,9:30,2011/11/21,2011/11/22,9:30,4,召开股东大会,
587,ST 光明,2011/12/8,1,2011/12/8,9:30,2011/12/8,2011/12/9,9:30,4,召开股东大会,
587,ST 金叶,2011/12/23,1,2011/12/23,9:30,2011/12/29,2011/12/30,9:30,20,重大事项,
587,ST 金叶,2012/1/31,1,2012/1/31,9:30,2012/1/31,2012/2/1,9:30,4,召开股东大会,
587,ST 金叶,2012/2/20,1,2012/2/20,9:30,2012/2/20,2012/2/21,9:30,4,召开股东大会,
587,ST 金叶,2012/2/24,1,2012/2/24,9:30,2012/3/4,2012/3/5,9:30,24,重大事项,
587,ST 金叶,2012/3/5,1,2012/3/5,9:30,2012/3/5,2012/3/5,10:30,1,交易异常波动,
587,ST 金叶,2012/3/12,1,2012/3/12,9:30,2012/3/12,2012/3/13,9:30,4,召开股东大会,
587,ST 金叶,2012/9/7,1,2012/9/7,9:30,2012/9/9,2012/9/10,9:30,4,撤销其他特别处理公告,
587,金叶珠宝,2013/1/7,1,2013/1/7,9:30,2013/1/31,2013/2/1,9:30,76,重大事项,
587,金叶珠宝,2013/8/7,1,2013/8/7,9:30,2013/8/8,2013/8/9,9:30,8,"临时停牌,澄清公告",
587,金叶珠宝,2014/1/2,1,2014/1/2,9:30,2014/2/16,2014/2/17,9:30,108,重大事项,
587,金叶珠宝,2014/3/24,1,2014/3/24,9:30,2014/3/31,2014/4/1,9:30,24,"重大事项,澄清公告",
587,金叶珠宝,2014/8/25,1,2014/8/25,9:30,2014/8/25,2014/8/26,9:30,4,"临时停牌,澄清公告",
587,金叶珠宝,2014/12/9,1,2014/12/9,9:30,2014/12/15,2014/12/16,9:30,20,重大事项,
587,金叶珠宝,2015/2/3,1,2015/2/3,9:30,2015/4/26,2015/4/27,9:30,212,重大事项,
587,金叶珠宝,2015/7/3,1,2015/7/3,9:30,2015/7/16,2015/7/17,9:30,40,"临时停牌,重大事项",
587,金叶珠宝,2015/8/27,1,2015/8/27,9:30,2015/9/7,2015/9/8,9:30,24,重大事项,
587,金叶珠宝,2016/2/1,1,2016/2/1,9:30,2016/2/14,2016/2/15,9:30,20,重大事项,
587,金洲慈航,2018/6/6,1,2018/6/6,9:30,2018/6/12,2018/6/13,9:30,20,"临时停牌,重大事项",
587,金洲慈航,2018/6/15,1,2018/6/15,9:30,2018/7/1,2018/7/2,9:30,40,重大事项,
587,金洲慈航,2020/5/6,1,2020/5/6,9:30,2020/5/6,2020/5/7,9:30,4,实行退市风险警示,
587,*ST 金洲,2023/2/3,1,2023/2/3,9:30,###############################################################################################################################################################################################################################################################,,,-9666,重大事项,
587,*ST 金洲,2023/4/3,2,2023/4/3,9:30,###############################################################################################################################################################################################################################################################,,,-8888,终止上市,
588,PT 粤金曼,2001/6/15,2,2001/6/15,9:30,###############################################################################################################################################################################################################################################################,,,-8888,终止上市,
589,黔轮胎A,2003/1/21,1,2003/1/21,9:30,2003/1/21,2003/1/21,10:30,1,业绩预增公告等;,
589,黔轮胎A,2003/4/3,1,2003/4/3,9:30,2003/4/3,2003/4/3,10:30,1,年度报告等;,
589,黔轮胎A,2003/4/15,1,2003/4/15,9:30,2003/4/15,2003/4/15,10:30,1,第一季报等;,
589,黔轮胎A,2003/5/12,1,2003/5/12,9:30,2003/5/12,2003/5/13,9:30,4,因召开股东大会;;,
589,黔轮胎A,2003/7/29,1,2003/7/29,9:30,2003/7/29,2003/7/29,10:30,1,中期报告等;,
589,黔轮胎A,2003/10/21,1,2003/10/21,9:30,2003/10/21,2003/10/21,10:30,1,董事会决议召开临时股东大会的通知等;,
589,黔轮胎A,2003/11/20,1,2003/11/20,9:30,2003/11/20,2003/11/21,9:30,4,因召开股东大会;;,
589,黔轮胎A,2004/1/9,1,2004/1/9,9:30,2004/1/9,2004/1/9,10:30,1,收购报告书摘要;,
589,黔轮胎A,2004/2/13,1,2004/2/13,9:30,2004/2/13,2004/2/13,10:30,1,上市公司收购报告书;,
589,黔轮胎A,2004/3/31,1,2004/3/31,9:30,2004/3/31,2004/3/31,10:30,1,年度报告。年度报告董事会决议公告;,
589,黔轮胎A,2004/5/10,1,2004/5/10,9:30,2004/5/10,2004/5/11,9:30,4,因召开股东大会;;,
589,黔轮胎A,2004/7/14,1,2004/7/14,9:30,2004/7/14,2004/7/14,10:30,1,业绩预减公告;,
589,黔轮胎A,2004/8/6,1,2004/8/6,9:30,2004/8/6,2004/8/6,10:30,1,中期报告。中期报告董事会决议公告。中期;,
589,黔轮胎A,2005/4/5,1,2005/4/5,9:30,2005/4/5,2005/4/5,10:30,1,年度报告。董事会决议会决议;,
589,黔轮胎A,2005/5/23,1,2005/5/23,9:30,2005/5/23,2005/5/24,9:30,4,因召开股东大会;;,
589,黔轮胎A,2005/6/21,1,2005/6/21,9:30,2005/6/21,2005/6/21,10:30,1,业绩修正为大幅增加;,
589,黔轮胎A,2005/11/10,1,2005/11/10,9:30,2005/11/10,2005/11/11,9:30,4,董事会决议召开临时股东大会的决议;,
589,黔轮胎A,2006/1/25,1,2006/1/25,9:30,2006/1/25,2006/1/25,10:30,1,整改报告。其他业绩预测修正公告;,
589,黔轮胎A,2006/2/13,1,2006/2/13,9:30,2006/2/13,2006/2/14,9:30,4,董事会决议。董事会决议召开临时股东大会的通知;,
589,黔轮胎A,2006/2/27,1,2006/2/27,9:30,2006/3/8,2006/3/9,9:30,32,股权分置改革相关股东会议通知。股权分置;,
589,黔轮胎A,2006/3/6,1,2006/3/6,9:30,2006/3/6,2006/3/7,9:30,4,董事会决议召开年度股东大会通知;,
589,黔轮胎A,2006/3/8,1,2006/3/8,9:30,2006/3/8,2006/3/9,9:30,4,修改对价方案的沟通结果公告;,
589,黔轮胎A,2006/3/14,1,2006/3/14,9:30,2006/3/14,2006/3/14,10:30,1,业绩大幅增加公告;,
589,黔轮胎A,2006/3/20,1,2006/3/20,9:30,2006/4/5,2006/4/6,9:30,52,相关股东会议特别提示公告(股权登记日次日);,
589,黔轮胎A,2006/3/24,1,2006/3/24,9:30,2006/3/26,2006/3/27,9:30,4,股权分置改革相关股东会议通知;,
