Stkcd,Stknme,Annctime,Type,Suspdate_start,Susptime,Suspdate_end,Resmdate,Resmtime,Timeperd,Reason,
2134,天津普林,2012/5/10,1,2012/5/10,9:30,2012/5/10,2012/5/11,9:30,4,召开股东大会,
2134,天津普林,2012/10/16,1,2012/10/16,9:30,2012/10/16,2012/10/16,10:30,1,交易异常波动,
2134,天津普林,2014/4/11,1,2014/4/11,9:30,2014/4/13,2014/4/14,9:30,4,实施退市风险警示,
2134,*ST 普林,2015/4/15,1,2015/4/15,9:30,2015/4/15,2015/4/16,9:30,4,撤销退市风险警示公告,
2134,天津普林,2016/5/9,1,2016/5/9,9:30,2016/7/28,2016/7/29,9:30,228,"临时停牌,重大事项",
2134,天津普林,2017/2/13,1,2017/2/13,9:30,2017/6/11,2017/6/12,9:30,320,重大事项,
2134,*ST 普林,2018/4/18,1,2018/4/18,9:30,2018/4/18,2018/4/19,9:30,4,撤销退市风险警示公告,
2135,东南网架,2007/7/23,1,2007/7/23,9:30,2007/7/23,2007/7/24,9:30,4,召开股东大会;,
2135,东南网架,2008/2/27,1,2008/2/27,9:30,2008/2/27,2008/2/27,10:30,1,"年度业绩快报,基本每股收益0.31元，净资产收益率6.07%，每股净资产4.53元;",
2135,东南网架,2008/4/23,1,2008/4/23,9:30,2008/4/23,2008/4/23,10:30,1,刊登年度报告;,
2135,东南网架,2008/5/15,1,2008/5/15,9:30,2008/5/15,2008/5/16,9:30,4,召开2007年度股东大会，审议利润分配等议案;,
2135,东南网架,2008/6/2,1,2008/6/2,9:30,2008/6/2,2008/6/3,9:30,4,因未刊登股东大会决议公告;,
2135,东南网架,2008/8/4,1,2008/8/4,9:30,2008/8/4,2008/8/5,9:30,4,因未刊登股东大会决议公告;,
2135,东南网架,2008/11/10,1,2008/11/10,9:30,2008/11/10,2008/11/11,9:30,4,因未刊登股东大会决议公告;,
2135,东南网架,2009/4/13,1,2009/4/13,9:30,2009/4/13,2009/4/14,9:30,4,因未刊登股东大会决议公告,
2135,东南网架,2009/5/19,1,2009/5/19,9:30,2009/5/19,2009/5/20,9:30,4,"召开2008年度股东大会,审议2008年度利润分配等议案",
2135,东南网架,2009/7/6,1,2009/7/6,9:30,2009/7/6,2009/7/7,9:30,4,因未刊登股东大会公告,
2135,东南网架,2009/8/24,1,2009/8/24,9:30,2009/8/24,2009/8/25,9:30,4,未披露股票交易异常波动公告,
2135,东南网架,2009/9/14,1,2009/9/14,9:30,2009/9/14,2009/9/15,9:30,4,未刊登股东大会决议公告,
2135,东南网架,2010/3/22,1,2010/3/22,9:30,2010/3/22,2010/3/23,9:30,4,召开股东大会,
2135,东南网架,2010/5/10,1,2010/5/10,9:30,2010/5/10,2010/5/11,9:30,4,因未刊登股东大会公告,
2135,东南网架,2010/9/13,1,2010/9/13,9:30,2010/9/13,2010/9/14,9:30,4,因未刊登股东大会公告,
2135,东南网架,2010/12/2,1,2010/12/2,9:30,2010/12/2,2010/12/2,10:30,1,交易异常波动,
2135,东南网架,2010/12/13,1,2010/12/13,9:30,2010/12/13,2010/12/14,9:30,4,"召开2010年第三次临时股东大会,审议关于公司符合非公开发行股票条件等议案",
2135,东南网架,2011/3/21,1,2011/3/21,9:30,2011/3/21,2011/3/22,9:30,4,因未刊登股东大会公告,
2135,东南网架,2011/4/15,1,2011/4/15,9:30,2011/4/17,2011/4/18,9:30,4,"召开2011年第一次临时股东大会,审议关于前次募集资金使用情况报告的议案",
2135,东南网架,2011/5/23,1,2011/5/23,9:30,2011/5/23,2011/5/24,9:30,4,召开股东大会,
2135,东南网架,2011/9/8,1,2011/9/8,9:30,2011/9/8,2011/9/9,9:30,4,召开股东大会,
2135,东南网架,2011/11/14,1,2011/11/14,9:30,2011/11/14,2011/11/15,9:30,4,召开股东大会,
2135,东南网架,2012/1/13,1,2012/1/13,9:30,2012/1/15,2012/1/16,9:30,4,召开股东大会,
2135,东南网架,2012/3/27,1,2012/3/27,9:30,2012/3/27,2012/3/28,9:30,4,召开股东大会,
2135,东南网架,2012/4/19,1,2012/4/19,9:30,2012/4/19,2012/4/20,9:30,4,召开股东大会,
2135,东南网架,2012/5/11,1,2012/5/11,9:30,2012/5/13,2012/5/14,9:30,4,召开股东大会,
2135,东南网架,2012/6/11,1,2012/6/11,9:30,2012/6/11,2012/6/12,9:30,4,召开股东大会,
2135,东南网架,2014/7/4,1,2014/7/4,13:00,2014/7/6,2014/7/7,9:30,2,"临时停牌,澄清公告",
2135,东南网架,2014/12/15,1,2014/12/15,9:30,2015/1/5,2015/1/6,9:30,56,重大事项,
2135,东南网架,2015/7/8,1,2015/7/8,9:30,2015/7/13,2015/7/14,9:30,16,"临时停牌,重大事项",
2135,东南网架,2016/2/24,1,2016/2/24,9:30,2016/2/24,2016/2/25,9:30,4,"临时停牌,重大事项",
2135,东南网架,2016/4/14,1,2016/4/14,9:30,2016/4/25,2016/4/26,9:30,32,重大事项,
2136,安纳达,2007/8/3,1,2007/8/3,9:30,2007/8/5,2007/8/6,9:30,4,召开股东大会;,
2136,安纳达,2008/2/27,1,2008/2/27,9:30,2008/2/27,2008/2/27,10:30,1,"年度业绩快报,基本每股收益0.18元，净资产收益率5.35%，每股净资产2.98元;",
2136,安纳达,2008/3/20,1,2008/3/20,9:30,2008/3/20,2008/3/21,9:30,4,召开2008年第一次临时股东大会，审议关于董监事会换届选举等议案;,
2136,安纳达,2008/4/7,1,2008/4/7,9:30,2008/4/7,2008/4/7,10:30,1,刊登预计亏损公告;,
2136,安纳达,2008/4/15,1,2008/4/15,9:30,2008/4/15,2008/4/16,9:30,4,召开2007年度股东大会，审议2007年利润分配及公积金转增股本等议案，停牌一天;;,
2136,安纳达,2008/6/12,1,2008/6/12,9:30,2008/6/12,2008/6/12,10:30,1,刊登股票交易异常波动公告;,
2136,安纳达,2008/6/24,1,2008/6/24,9:30,2008/6/24,2008/6/24,10:30,1,异常波动;,
2136,安纳达,2008/9/12,1,2008/9/12,9:30,2008/9/15,2008/9/16,9:30,4,"召开2008年第二次临时股东大会,审议修改公司章程的议案;",
2136,安纳达,2008/12/30,1,2008/12/30,9:30,2008/12/30,2008/12/30,10:30,1,刊登股票交易异常波动公告;,
2136,安纳达,2009/4/20,1,2009/4/20,9:30,2009/4/20,2009/4/21,9:30,4,未刊登股东大会决议公告,
2136,安纳达,2010/4/20,1,2010/4/20,9:30,2010/4/20,2010/4/21,9:30,4,"召开2009年年度股东大会,审议2009年利润分配及资本公积金转增股本预案等议案",
2136,安纳达,2010/6/17,1,2010/6/17,9:30,2010/6/23,2010/6/24,9:30,20,重大事项,
2136,安纳达,2010/8/18,1,2010/8/18,9:30,2010/8/18,2010/8/19,9:30,4,"召开2010年第一次临时股东大会,审议关于公司符合非公开发行股票条件等议案",
2136,安纳达,2010/12/9,1,2010/12/9,9:30,2010/12/9,2010/12/10,9:30,4,"召开2010年第二次临时股东大会,审议前次募集资金使用情况报告的议案",
2136,安纳达,2011/3/15,1,2011/3/15,9:30,2011/3/15,2011/3/15,10:30,1,登股票交易异常波动公告,
2136,安纳达,2011/3/21,1,2011/3/21,9:30,2011/3/21,2011/3/22,9:30,4,"开2010年年度股东大会,审议2010年利润分配及资本公积金转增股本预案等议案",
2136,安纳达,2011/6/3,1,2011/6/3,9:30,2011/6/3,2011/6/3,10:30,1,交易异常波动,
2136,安纳达,2011/9/2,1,2011/9/2,9:30,2011/9/4,2011/9/5,9:30,4,召开股东大会,
2136,安纳达,2011/9/30,1,2011/9/30,9:30,2011/10/9,2011/10/10,9:30,4,召开股东大会,
2136,安纳达,2012/4/10,1,2012/4/10,9:30,2012/4/10,2012/4/11,9:30,4,召开股东大会,
2136,安纳达,2015/6/4,1,2015/6/4,9:30,2015/6/15,2015/6/16,9:30,32,重大事项,
2136,安纳达,2023/11/6,1,2023/11/6,9:30,2023/11/7,2023/11/8,9:30,8,"临时停牌,重大事项",
2137,实益达,2007/6/19,1,2007/6/19,9:30,2007/6/19,2007/6/19,10:30,1,签定募集资金三方监管协议公告;业绩大幅增加公告;,
2137,实益达,2007/7/13,1,2007/7/13,9:30,2007/7/15,2007/7/16,9:30,4,召开股东大会;,
2137,实益达,2007/8/21,1,2007/8/21,9:30,2007/8/21,2007/8/22,9:30,4,召开股东大会;,
2137,实益达,2008/3/28,1,2008/3/28,9:30,2008/3/28,2008/3/28,10:30,1,年度报告;,
2137,实益达,2008/4/18,1,2008/4/18,9:30,2008/4/20,2008/4/21,9:30,4,"召开2007年度股东大会，审议利润分配等议案,停牌一天。;",
2137,实益达,2008/6/20,1,2008/6/20,9:30,2008/6/22,2008/6/23,9:30,4,召开2008年第一次临时股东大会，审议选举第二届董监事会成员等议案，停牌一天;;,
2137,实益达,2008/7/9,1,2008/7/9,9:30,2008/7/9,2008/7/9,10:30,1,业绩修正为维持不变;,
2137,实益达,2008/11/14,1,2008/11/14,9:30,2008/11/16,2008/11/17,9:30,4,"召开2008年第二次临时股东大会,审议用闲置募集资金暂时补充流动资金等议案;",
2137,实益达,2009/1/22,1,2009/1/22,9:30,2009/1/22,2009/1/23,9:30,4,"召开2009年第一次临时股东大会,审议证券投资内控制度的议案;",
2137,实益达,2009/4/10,1,2009/4/10,9:30,2009/4/12,2009/4/13,9:30,4,"召开2008年度股东大会,审议2008年度利润分配等议案",
2137,实益达,2009/4/27,1,2009/4/27,9:30,2009/4/27,2009/4/28,9:30,4,"召开2009年第二次临时股东大会,审议外汇交易决策制度等议案",
2137,实益达,2009/7/29,1,2009/7/29,9:30,2009/7/29,2009/7/30,9:30,4,"召开2009年第三次临时股东大会,审议用部分闲置募集资金暂时补充流动资金等议案",
2137,实益达,2009/11/19,1,2009/11/19,9:30,2009/11/19,2009/11/20,9:30,4,"召开2009年第四次临时股东大会,审议拟进行远期外汇交易等议案",
2137,实益达,2010/5/18,1,2010/5/18,9:30,2010/5/18,2010/5/19,9:30,4,"召开2009年年度股东大会,审议2009年度财务决算报告等议案",
2137,实益达,2010/7/27,1,2010/7/27,9:30,2010/7/27,2010/7/28,9:30,4,"召开2010年第一次临时股东大会,审议关于修订《公司章程》等议案",
2137,实益达,2010/9/13,1,2010/9/13,9:30,2010/9/13,2010/9/14,9:30,4,"召开2010年第二次临时股东大会,审议关于2010年上半年利润分配预案等议案",
2137,实益达,2010/11/12,1,2010/11/12,9:30,2010/11/14,2010/11/15,9:30,4,"召开2010年第三次临时股东大会,审议关于修改《公司章程》等议案",
2137,实益达,2011/3/31,1,2011/3/31,9:30,2011/3/31,2011/4/1,9:30,4,"开2010年年度股东大会,审议2010年度利润分配及资本公积转增股本的预案等议案",
2137,实益达,2011/6/3,1,2011/6/3,9:30,2011/6/6,2011/6/7,9:30,4,召开股东大会,
2137,实益达,2011/9/13,1,2011/9/13,9:30,2011/9/13,2011/9/14,9:30,4,召开股东大会,
2137,实益达,2012/3/23,1,2012/3/23,9:30,2012/3/25,2012/3/26,9:30,4,召开股东大会,
2137,实益达,2012/5/10,1,2012/5/10,9:30,2012/5/10,2012/5/11,9:30,4,召开股东大会,
2137,实益达,2012/7/5,1,2012/7/5,9:30,2012/7/5,2012/7/6,9:30,4,召开股东大会,
2137,实益达,2014/2/14,1,2014/2/14,9:30,2014/2/19,2014/2/20,9:30,16,重大事项,
2137,实益达,2014/12/26,1,2014/12/26,9:30,2015/1/13,2015/1/14,9:30,44,重大事项,
2137,实益达,2015/3/20,1,2015/3/20,9:30,2015/11/15,2015/11/16,9:30,644,重大事项,
2137,麦达数字,2018/3/13,1,2018/3/13,9:30,2018/3/14,2018/3/15,9:30,8,重大事项,
2138,顺络电子,2007/7/16,1,2007/7/16,9:30,2007/7/16,2007/7/17,9:30,4,召开股东大会;,
2138,顺络电子,2007/8/10,1,2007/8/10,9:30,2007/8/10,2007/8/10,10:30,1,半年度报告;董事会决议;监事会决议;董事会决议召开临时股东大会;,
2138,顺络电子,2007/8/27,1,2007/8/27,9:30,2007/8/27,2007/8/28,9:30,4,召开股东大会;,
2138,顺络电子,2007/10/26,1,2007/10/26,9:30,2007/10/28,2007/10/29,9:30,4,召开股东大会;,
2138,顺络电子,2007/12/18,1,2007/12/18,9:30,2007/12/18,2007/12/19,9:30,4,"召开股东大会,召开2007年第五次临时股东大会，审议短期使用募集资金补充流动资金的议案。 ;",
2138,顺络电子,2008/1/31,1,2008/1/31,9:30,2008/1/31,2008/1/31,10:30,1,年度报告;,
2138,顺络电子,2008/2/22,1,2008/2/22,9:30,2008/2/24,2008/2/25,9:30,4,召开股东大会;,
2138,顺络电子,2008/2/25,1,2008/2/25,9:30,2008/2/25,2008/2/26,9:30,4,"召开股东大会,召开2007年股东大会，审议利润分配等议案;",
2138,顺络电子,2008/3/11,1,2008/3/11,9:30,2008/3/11,2008/3/12,9:30,4,"召开股东大会,召开2008年第二次临时股东大会，审议受让深圳南玻电子公司100%股权等议案;",
2138,顺络电子,2008/7/14,1,2008/7/14,9:30,2008/7/14,2008/7/15,9:30,4,召开2008年第三次临时股东大会，审议用东莞分公司土地证办理贷款抵押等议案，停牌一天;;,
2138,顺络电子,2008/10/7,1,2008/10/7,9:30,2008/10/7,2008/10/8,9:30,4,"召开2008年第四次临时股东大会,审议董监事会换届选举等议案;",
2138,顺络电子,2008/10/23,1,2008/10/23,9:30,2008/10/23,2008/10/24,9:30,4,"召开2008年第五次临时股东大会,审议修改关联交易管理制度的议案;",
2138,顺络电子,2009/3/25,1,2009/3/25,9:30,2009/3/25,2009/3/26,9:30,4,"召开2008年度股东大会,审议2008年度利润分配等议",
2138,顺络电子,2009/5/12,1,2009/5/12,9:30,2009/5/12,2009/5/13,9:30,4,"召开2009年第一次临时股东大会,审议增加公司注册资本等议案",
2138,顺络电子,2009/8/12,1,2009/8/12,9:30,2009/8/12,2009/8/13,9:30,4,"召开2009年第二次临时股东大会,审议拟进行外汇套期保值业务等议案",
2138,顺络电子,2009/11/10,1,2009/11/10,9:30,2009/11/10,2009/11/11,9:30,4,"召开2009年第三次临时股东大会,审议选举张鹏先生为独立董事的议案",
2138,顺络电子,2010/2/5,1,2010/2/5,9:30,2010/2/7,2010/2/8,9:30,4,"召开2010年第一次临时股东大会,审议公司限制性股票激励计划(修订稿)等议案",
2138,顺络电子,2010/3/4,1,2010/3/4,9:30,2010/3/4,2010/3/5,9:30,4,"召开2009年年度股东大会,审议2009年度利润分配等议案",
2138,顺络电子,2010/5/10,1,2010/5/10,9:30,2010/5/10,2010/5/11,9:30,4,"召开2010年第二次临时股东大会,审议关于选举蔡敬侠女士为公司第二届董事会独立董事的议案",
2138,顺络电子,2010/8/16,1,2010/8/16,9:30,2010/8/16,2010/8/17,9:30,4,"召开2010年第三次临时股东大会,审议关于公司符合向特定对象非公开发行股票条件等议案",
2138,顺络电子,2011/3/14,1,2011/3/14,9:30,2011/3/14,2011/3/15,9:30,4,"召开2010年年度股东大会,审议关于公司2010年度利润分配预案等议案",
2138,顺络电子,2011/5/20,1,2011/5/20,9:30,2011/5/22,2011/5/23,9:30,4,召开股东大会,
2138,顺络电子,2011/10/13,1,2011/10/13,9:30,2011/10/13,2011/10/14,9:30,4,召开股东大会,
2138,顺络电子,2012/3/20,1,2012/3/20,9:30,2012/3/20,2012/3/21,9:30,4,召开股东大会,
2138,顺络电子,2012/6/1,1,2012/6/1,9:30,2012/6/3,2012/6/4,9:30,4,召开股东大会,
2138,顺络电子,2013/3/7,1,2013/3/7,9:30,2013/3/10,2013/3/11,9:30,8,重大事项,
2138,顺络电子,2015/7/8,1,2015/7/8,9:30,2015/7/12,2015/7/13,9:30,12,重大事项,
2139,拓邦电子,2007/7/4,1,2007/7/4,9:30,2007/7/4,2007/7/4,10:30,1,规则明确标准的异常波动;;,
2139,拓邦电子,2007/7/26,1,2007/7/26,9:30,2007/7/26,2007/7/27,9:30,4,召开股东大会;,
2139,拓邦电子,2008/2/28,1,2008/2/28,9:30,2008/2/28,2008/2/28,10:30,1,年度业绩快报;刊登年度业绩快报;基本每股收益0.52元;净资产收益率7.62%;每股净资产5.586元;;,
2139,拓邦电子,2008/3/28,1,2008/3/28,9:30,2008/3/28,2008/3/28,10:30,1,年度报告;,
2139,拓邦电子,2008/4/18,1,2008/4/18,9:30,2008/4/20,2008/4/21,9:30,4,"召开2007年度股东大会，审议利润分配等议案,停牌一天。;",
2139,拓邦电子,2008/6/17,1,2008/6/17,9:30,2008/6/17,2008/6/17,10:30,1,刊登董事会通过关于股票期权激励计划摘要(草案)的议案，停牌一小时;;,
2139,拓邦电子,2008/7/3,1,2008/7/3,9:30,2008/7/3,2008/7/4,9:30,4,召开2008年第一次临时股东大会，审议调整公司经营范围等议案，停牌一天;;,
2139,拓邦电子,2008/8/1,1,2008/8/1,9:30,2008/8/1,2008/8/1,10:30,1,刊登2008年半年度报告摘要;,
2139,拓邦电子,2008/8/18,1,2008/8/18,9:30,2008/8/18,2008/8/19,9:30,4,因未刊登股东大会决议公告;,
2139,拓邦电子,2008/9/1,1,2008/9/1,9:30,2008/9/1,2008/9/1,10:30,1,异常波动;,
2139,拓邦电子,2008/9/25,1,2008/9/25,9:30,2008/9/25,2008/9/25,10:30,1,刊登业绩预告修正为2008年三季度归属母公司所有者净利润较上年同比增长420%-450%的公告;,
2139,拓邦电子,2008/11/11,1,2008/11/11,9:30,2008/11/11,2008/11/12,9:30,4,"召开2008年第三次临时股东大会,审议增加公司注册资本等议案;",
2139,拓邦电子,2009/3/23,1,2009/3/23,9:30,2009/3/23,2009/3/24,9:30,4,"召开2008年度股东大会,审议2008年度利润分配等议案",
2139,拓邦电子,2009/8/21,1,2009/8/21,9:30,2009/8/23,2009/8/24,9:30,4,"召开2009年第一次临时股东大会,审议2009年中期利润分配等议案",
2139,拓邦股份,2010/3/8,1,2010/3/8,9:30,2010/3/8,2010/3/9,9:30,4,"临时停牌,重大事项",
2139,拓邦股份,2010/4/29,1,2010/4/29,9:30,2010/4/29,2010/4/30,9:30,4,"召开2009年年度股东大会,审议2009年度利润分配等议案",
2139,拓邦股份,2010/8/13,1,2010/8/13,9:30,2010/8/15,2010/8/16,9:30,4,"召开2010年第一次临时股东大会,审议关于〈股票期权激励计划(草案)修订稿〉的议案",
2139,拓邦股份,2010/9/13,1,2010/9/13,9:30,2010/9/19,2010/9/20,9:30,20,重大事项,
2139,拓邦股份,2010/10/27,1,2010/10/27,9:30,2010/10/27,2010/10/28,9:30,4,"召开2010年第二次临时股东大会,审议关于公司2010年非公开发行A股股票等议案",
2139,拓邦股份,2011/5/5,1,2011/5/5,9:30,2011/5/5,2011/5/6,9:30,4,"召开2010年年度股东大会,审议2010年度利润分配预案等议案",
2139,拓邦股份,2011/8/29,1,2011/8/29,9:30,2011/8/29,2011/8/30,9:30,4,召开股东大会,
2139,拓邦股份,2011/12/12,1,2011/12/12,9:30,2011/12/12,2011/12/13,9:30,4,召开股东大会,
2139,拓邦股份,2012/4/17,1,2012/4/17,9:30,2012/4/17,2012/4/18,9:30,4,召开股东大会,
2139,拓邦股份,2013/1/24,1,2013/1/24,9:30,2013/1/24,2013/1/25,9:30,4,重大事项,
2139,拓邦股份,2014/5/13,1,2014/5/13,9:30,2014/5/19,2014/5/20,9:30,20,重大事项,
2139,拓邦股份,2015/5/8,1,2015/5/8,9:30,2015/6/2,2015/6/3,9:30,72,重大事项,
2139,拓邦股份,2015/7/8,1,2015/7/8,9:30,2015/7/14,2015/7/15,9:30,20,"临时停牌,重大事项",
2139,拓邦股份,2015/10/19,1,2015/10/19,9:30,2015/10/21,2015/10/22,9:30,12,重大事项,
2140,东华科技,2007/9/6,1,2007/9/6,9:30,2007/9/6,2007/9/6,10:30,1,被临时停牌的澄清公告;;,
2140,东华科技,2007/10/9,1,2007/10/9,9:30,2007/10/9,2007/10/9,10:30,1,规则明确标准的异常波动;;,
2140,东华科技,2007/10/11,1,2007/10/11,9:30,2007/10/11,2007/10/12,9:30,4,召开股东大会;,
2140,东华科技,2007/12/19,1,2007/12/19,9:30,2007/12/19,2007/12/20,9:30,4,"召开股东大会,召开2007年第四次临时股东大会，审议参与发起设立安徽淮化股份有限公司的议案;",
2140,东华科技,2008/2/28,1,2008/2/28,9:30,2008/2/28,2008/2/28,10:30,1,年度业绩快报;刊登年度业绩快报;基本每股收益1.25元;净资产收益率12.34%;每股净资产8.67元;;,
2140,东华科技,2008/4/8,1,2008/4/8,9:30,2008/4/8,2008/4/8,10:30,1,年度报告;,
2140,东华科技,2008/5/19,1,2008/5/19,9:30,2008/5/19,2008/5/20,9:30,4,因未刊登股东大会决议公告;,
2140,东华科技,2008/7/7,1,2008/7/7,9:30,2008/7/7,2008/7/8,9:30,4,因未刊登股东大会决议公告，停牌一天;;,
2140,东华科技,2009/5/8,1,2009/5/8,9:30,2009/5/10,2009/5/11,9:30,4,"召开2008年度股东大会,审议2008年度利润分配等议案",
2140,东华科技,2009/9/3,1,2009/9/3,9:30,2009/9/6,2009/9/7,9:30,8,"临时停牌,澄清公告",
2140,东华科技,2010/4/26,1,2010/4/26,9:30,2010/4/26,2010/4/27,9:30,4,因未刊登股东大会公告,
2140,东华科技,2010/8/23,1,2010/8/23,9:30,2010/8/23,2010/8/24,9:30,4,因未刊登股东大会公告,
2140,东华科技,2011/2/15,1,2011/2/15,9:30,2011/2/15,2011/2/16,9:30,4,"召开2011年第一次临时股东大会,审议关于与中国化学工程股份有限公司签订伊犁新天年产20亿立方米煤制天然气项目空分装置、污水处理及回用装置工程建设任务委托书的议案",
2140,东华科技,2011/4/25,1,2011/4/25,9:30,2011/4/25,2011/4/26,9:30,4,因未刊登股东大会公告,
2140,东华科技,2012/4/24,1,2012/4/24,9:30,2012/4/24,2012/4/25,9:30,4,召开股东大会,
2140,东华科技,2012/5/28,1,2012/5/28,9:30,2012/5/28,2012/5/29,9:30,4,召开股东大会,
2140,东华科技,2015/7/29,1,2015/7/29,9:30,2015/8/18,2015/8/19,9:30,60,"临时停牌,重大事项",
2141,蓉胜超微,2007/8/24,1,2007/8/24,9:30,2007/8/26,2007/8/27,9:30,4,召开股东大会;,
2141,蓉胜超微,2007/10/8,1,2007/10/8,9:30,2007/10/8,2007/10/9,9:30,4,召开股东大会;,
2141,蓉胜超微,2008/1/25,1,2008/1/25,9:30,2008/1/27,2008/1/28,9:30,4,"召开股东大会,召开2008年第一次临时股东大会，审议向工商银行申请综合授信额度等议案;",
2141,蓉胜超微,2008/2/22,1,2008/2/22,9:30,2008/2/24,2008/2/25,9:30,4,召开股东大会;,
2141,蓉胜超微,2008/2/28,1,2008/2/28,9:30,2008/2/28,2008/2/28,10:30,1,年度业绩快报;刊登年度业绩快报;基本每股收益0.35元;净资产收益率8.22%;每股净资产3.67元;;,
2141,蓉胜超微,2008/5/23,1,2008/5/23,9:30,2008/5/25,2008/5/26,9:30,4,召开2007年度股东大会，审议利润分配等议案;,
2141,蓉胜超微,2008/6/11,1,2008/6/11,9:30,2008/6/11,2008/6/11,10:30,1,刊登股票交易异常波动公告;,
2141,蓉胜超微,2008/6/25,1,2008/6/25,9:30,2008/6/25,2008/6/25,10:30,1,异常波动;,
2141,蓉胜超微,2008/8/11,1,2008/8/11,9:30,2008/8/11,2008/8/12,9:30,4,召开2008年第三次临时股东大会，审议继续用部分闲置募集资金补充流动资金等议案;,
2141,蓉胜超微,2008/8/15,1,2008/8/15,9:30,2008/8/15,2008/8/15,10:30,1,刊登股票交易异常波动公告;,
2141,蓉胜超微,2008/8/27,1,2008/8/27,9:30,2008/8/27,2008/8/28,9:30,4,召开2008年第四次临时股东大会，审议董监事会换届选举等议案;,
2141,蓉胜超微,2008/11/11,1,2008/11/11,9:30,2008/11/11,2008/11/12,9:30,4,"召开2008年第五次临时股东大会,审议增补公司第三届董事会董事等议案;",
2141,蓉胜超微,2009/2/17,1,2009/2/17,9:30,2009/2/17,2009/2/18,9:30,4,"召开2009年第一次临时股东大会,审议续用闲置募集资金补充流动资金的议案;",
2141,蓉胜超微,2009/5/15,1,2009/5/15,9:30,2009/5/17,2009/5/18,9:30,4,"召开2008年度股东大会,审议2008年度利润分配等议案",
2141,蓉胜超微,2009/8/20,1,2009/8/20,9:30,2009/8/20,2009/8/21,9:30,4,"召开2009年第二次临时股东大会,审议续用部分闲置募集资金补充流动资金等议案",
2141,蓉胜超微,2010/3/4,1,2010/3/4,9:30,2010/3/4,2010/3/5,9:30,4,"召开2010年第一次临时股东大会,审议更换董事等议案",
2141,蓉胜超微,2010/4/26,1,2010/4/26,13:00,2010/4/26,2010/4/27,9:30,2,临时停牌,
2141,蓉胜超微,2010/4/27,1,2010/4/27,9:30,2010/6/23,2010/6/24,9:30,152,重大事项,
2141,蓉胜超微,2010/6/29,1,2010/6/29,9:30,2010/6/29,2010/6/29,10:30,1,交易异常波动,
2141,蓉胜超微,2010/8/13,1,2010/8/13,9:30,2010/8/15,2010/8/16,9:30,4,"召开2010年第二次临时股东大会,审议关于向中国农业银行珠海分行三灶支行申请人民币陆仟万元综合授信额度的议案",
2141,蓉胜超微,2010/12/6,1,2010/12/6,9:30,2010/12/6,2010/12/7,9:30,4,"召开2010年第三次临时股东大会,审议关于参与竞拍土地使用权的议案",
2141,蓉胜超微,2011/4/12,1,2011/4/12,9:30,2011/4/12,2011/4/13,9:30,4,"召开2010年年度股东大会,审议2010年度利润分配及资本公积金转增股本等议案",
2141,蓉胜超微,2011/8/18,1,2011/8/18,9:30,2011/8/18,2011/8/19,9:30,4,召开股东大会,
2141,蓉胜超微,2011/9/30,1,2011/9/30,9:30,2011/10/9,2011/10/10,9:30,4,召开股东大会,
2141,蓉胜超微,2012/2/27,1,2012/2/27,9:30,2012/2/27,2012/2/28,9:30,4,召开股东大会,
2141,蓉胜超微,2012/5/15,1,2012/5/15,9:30,2012/5/15,2012/5/16,9:30,4,召开股东大会,
2141,蓉胜超微,2014/3/24,1,2014/3/24,9:30,2014/5/5,2014/5/6,9:30,112,重大事项,
2141,蓉胜超微,2015/7/8,1,2015/7/8,9:30,2015/7/12,2015/7/13,9:30,12,重大事项,
2141,贤丰控股,2017/5/2,1,2017/5/2,9:30,2017/10/26,2017/10/27,9:30,484,"临时停牌,重大事项",
2141,贤丰控股,2024/4/26,1,2024/4/26,9:30,2024/4/28,2024/4/29,9:30,4,实行退市风险警示,
2141,*ST 贤丰,2025/6/27,1,2025/6/27,9:30,2025/6/29,2025/6/30,9:30,4,撤销退市风险警示,
2142,宁波银行,2007/12/4,1,2007/12/4,9:30,2007/12/4,2007/12/5,9:30,4,"召开股东大会,召开2007年第一次临时股东大会，审议修改公司章程的议案;",
2142,宁波银行,2008/1/14,1,2008/1/14,9:30,2008/1/14,2008/1/15,9:30,4,召开股东大会;,
2142,宁波银行,2008/2/26,1,2008/2/26,9:30,2008/2/26,2008/2/26,10:30,1,年度业绩快报;基本每股收益0.42元;净资产收益率11.83%;每股净资产3.21元;;,
2142,宁波银行,2008/4/23,1,2008/4/23,9:30,2008/4/23,2008/4/23,10:30,1,刊登年度报告;,
2142,宁波银行,2008/5/16,1,2008/5/16,9:30,2008/5/18,2008/5/19,9:30,4,召开2007年度股东大会，审议利润分配等议案;,
2142,宁波银行,2008/8/6,1,2008/8/6,9:30,2008/8/6,2008/8/7,9:30,4,召开2008年第二次临时股东大会，审议在宁波东部新城建造总行大楼等议案;,
2142,宁波银行,2009/5/18,1,2009/5/18,9:30,2009/5/18,2009/5/19,9:30,4,"召开2008年度股东大会,审议2008年度利润分配等议案",
2142,宁波银行,2009/10/16,1,2009/10/16,9:30,2009/10/18,2009/10/19,9:30,4,"召开2009年第一次临时股东大会,审议取消2008年第二次临时股东大会关于授权管理层洽购上海浦东办公楼决议等议案",
2142,宁波银行,2009/11/10,1,2009/11/10,9:30,2009/11/10,2009/11/11,9:30,4,"召开2009年第二次临时股东大会,审议非公开发行股票等议案",
